"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","route_type","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","person_id","driver_at_fault","injury_severity","circumstance","driver_distracted_by","drivers_license_state","vehicle_id","vehicle_damage_extent","vehicle_first_impact_location","vehicle_second_impact_location","vehicle_body_type","vehicle_movement","vehicle_continuing_dir","vehicle_going_dir","speed_limit","driverless_vehicle","parked_vehicle","vehicle_year","vehicle_make","vehicle_model","equipment_problems","latitude","longitude","geolocation"
"MCP3190003S","220016136","Montgomery County Police","Injury Crash","2022-04-16T11:33:00.000","County","BEL PRE RD","County","WESTBURY RD",,"N/A",,"OTHER","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"09E6910E-3978-48BB-A860-23DFD8CD2C09","No","SUSPECTED MINOR INJURY","N/A","NOT DISTRACTED","MD","8F3CC730-3E1F-469C-8C71-46C43254452C","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)","PARKED",,,"25","No","Yes","2021","FORD","ECONOLINE","NO MISUSE","39.09637573","-77.09530445","
,  
(39.09637573, -77.09530445)"
"MCP3190003S","220016136","Montgomery County Police","Injury Crash","2022-04-16T11:33:00.000","County","BEL PRE RD","County","WESTBURY RD",,"N/A",,"OTHER","CLEAR","DRY","DAYLIGHT","N/A","ALCOHOL CONTRIBUTED",,"1603A6E7-FFE9-4372-996E-1A0342E2A926","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","367EAEAE-65AF-4EB9-A81E-C3B5D86C35F5","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","25","No","No","2002","CHRYSLER","TOWN AND COUNTRY","NO MISUSE","39.09637573","-77.09530445","
,  
(39.09637573, -77.09530445)"
"MCP31530043","220016133","Montgomery County Police","Property Damage Crash","2022-04-16T11:09:00.000","County","GLENALLAN AVE","Maryland (State)","GEORGIA AVE",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","UNKNOWN",,"A60B46AA-5BF0-4AF3-8B17-E480E92AA2B7","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","8C5F38BA-1BD7-4EEA-920B-2C5092B67CE0","DISABLING","ONE OCLOCK","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","30","No","No","2004","HOND","CIVIC","NO MISUSE","39.064035","-77.05286333","
,  
(39.064035, -77.05286333)"
"MCP3048007Y","220016134","Montgomery County Police","Property Damage Crash","2022-04-16T10:58:00.000","County","WOODMONT AVE","County","EDGEMOOR LA",,"N/A",,"SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"3D1D6141-1D42-4156-99DE-181D5DED44BE","Yes","NO APPARENT INJURY","N/A","UNKNOWN","TX","59B40895-3012-46BE-A486-F9513A0C3EA4","FUNCTIONAL","SEVEN OCLOCK","SEVEN OCLOCK","PASSENGER CAR","CHANGING LANES","East","South","25","No","No","2016","FORD","TRUCK","N/A","38.98505167","-77.09708333","
,  
(38.98505167, -77.09708333)"
"MCP3048007Y","220016134","Montgomery County Police","Property Damage Crash","2022-04-16T10:58:00.000","County","WOODMONT AVE","County","EDGEMOOR LA",,"N/A",,"SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"BD95EC56-C2DE-48AD-8C01-75027198B698","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","6754BC69-6245-4FAE-A7DB-335F66FBE97E","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","25","No","No","2018","MERCEDES","GLE350","N/A","38.98505167","-77.09708333","
,  
(38.98505167, -77.09708333)"
"MCP3299001S","220016128","Montgomery County Police","Injury Crash","2022-04-16T10:07:00.000","County","NORBECK RD","Maryland (State)","NEW HAMPSHIRE AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"05F7B5B1-0FA0-4462-9F24-3336475AA8B8","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","7189E910-268B-4002-9B83-6FC936211D21","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","East","45","No","No","2010","MAZDA","CX-9","NO MISUSE","39.12120231","-76.98897231","
,  
(39.12120231, -76.98897231)"
"MCP3299001S","220016128","Montgomery County Police","Injury Crash","2022-04-16T10:07:00.000","County","NORBECK RD","Maryland (State)","NEW HAMPSHIRE AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"87896CF5-BA01-43CD-879C-E3010C75F518","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","9936A1EF-B486-4371-B5CF-B1BED6AB1E3D","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","East","45","No","No","2017","CHEVROLET","TAHOE","NO MISUSE","39.12120231","-76.98897231","
,  
(39.12120231, -76.98897231)"
"MCP2347003F","220015951","Montgomery County Police","Injury Crash","2022-04-16T09:03:00.000",,,,,"BRIGGS CHANEY PLAZA PARKING LOT
3050 BRIGGS CHANEY ROAD",,,"STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"DAF1800A-D9FC-437A-A18A-260A5E12FB34","Yes","SUSPECTED MINOR INJURY","N/A","UNKNOWN","MD","89F0302C-3B88-4230-B622-3A063709D643","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","STARTING FROM LANE","Unknown","Unknown","0","No","No","2018","HYUNDAI","ELANTRA","NO MISUSE","39.08254454","-76.94627412","
,  
(39.08254454, -76.94627412)"
"MCP2347003F","220015951","Montgomery County Police","Injury Crash","2022-04-16T09:03:00.000",,,,,"BRIGGS CHANEY PLAZA PARKING LOT
3050 BRIGGS CHANEY ROAD",,,"STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"F57626BC-E69F-4AF4-90A9-93B0B46D2834","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","D9BA0C2F-5A85-4F32-8C0D-FBC2858100A9","DISABLING","THREE OCLOCK","THREE OCLOCK","PASSENGER CAR","STARTING FROM LANE","Unknown","Unknown","0","No","No","2001","HONDA","ACCORD","N/A","39.08254454","-76.94627412","
,  
(39.08254454, -76.94627412)"
"MCP28130090","220016094","Montgomery County Police","Injury Crash","2022-04-16T00:30:00.000","County","RANDOLPH RD","County","KEMP MILL RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","N/A",,"3541064B-5D04-4235-9554-FB333AAB8842","Yes","NO APPARENT INJURY","N/A","OTHER DISTRACTION","MD","AEB805E5-D70C-48AF-BE3A-0469166C7529","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","East","East","50","No","No","2021","NISSAN","FRONTIER","NO MISUSE","39.06648333","-77.03048833","
,  
(39.06648333, -77.03048833)"
"MCP28130090","220016094","Montgomery County Police","Injury Crash","2022-04-16T00:30:00.000","County","RANDOLPH RD","County","KEMP MILL RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","N/A",,"A3F50B35-BA62-47E6-96A6-48EDB014D66B","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","A287BF23-2183-45C6-9344-00E3421AB137","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","ACCELERATING","West","West","15","No","No","2014","SUBARU","FORESTER","NO MISUSE","39.06648333","-77.03048833","
,  
(39.06648333, -77.03048833)"
"MCP9399001R","220016077","Montgomery County Police","Injury Crash","2022-04-15T21:25:00.000","Maryland (State)","DARNESTOWN RD","County","MUDDY BRANCH RD",,"N/A",,"ANGLE MEETS RIGHT TURN","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"690C0CA8-3E2A-4B79-ADD0-8C0E8534BCC3","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","3C5B1FA2-4325-448A-B1A4-8F45C9ADCD24","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","40","No","No","2012","TOYT","TOYT","NO MISUSE","39.10291833","-77.22104","
,  
(39.10291833, -77.22104)"
"MCP9399001R","220016077","Montgomery County Police","Injury Crash","2022-04-15T21:25:00.000","Maryland (State)","DARNESTOWN RD","County","MUDDY BRANCH RD",,"N/A",,"ANGLE MEETS RIGHT TURN","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"8C3C2280-EE40-4E1B-9077-A7F5C27A87D9","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","465843A5-4AD3-4265-8345-0DB7DEDD2F4E","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","West","South","40","No","No","2016","TOYT","TOYT","NO MISUSE","39.10291833","-77.22104","
,  
(39.10291833, -77.22104)"
"DM8498000D","220016072","Takoma Park Police Depart","Property Damage Crash","2022-04-15T20:50:00.000","Maryland (State)","PINEY BRANCH RD","Unknown","PINEY BRANCH NW",,"N/A",,"HEAD ON","N/A","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"BFF96129-1206-41A0-AF0E-2A2579FE67DD","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","DC","06E1B325-C153-485D-9746-69360E381DEC","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","South","South","15","No","No","2020","BMW","X3","NO MISUSE","38.98291179","-77.01530806","
,  
(38.98291179, -77.01530806)"
"DM8498000D","220016072","Takoma Park Police Depart","Property Damage Crash","2022-04-15T20:50:00.000","Maryland (State)","PINEY BRANCH RD","Unknown","PINEY BRANCH NW",,"N/A",,"HEAD ON","N/A","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"7E9114C2-97E3-47C7-A4D2-F45E869F0AFD","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","CD243A5F-6EB2-4E7E-A84E-26D5226DA944","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","West","15","No","No","2007","TOYOTA","TC","NO MISUSE","38.98291179","-77.01530806","
,  
(38.98291179, -77.01530806)"
"MCP3095003D","220016058","Montgomery County Police","Injury Crash","2022-04-15T19:48:00.000","US (State)","COLUMBIA PIKE","County","LOCKWOOD DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAWN","NO CONTROLS","NONE DETECTED",,"1C31DF7B-4364-4A5E-9DF0-F74C4ED8AEE6","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","96876F1C-56CD-48F9-B344-48217397362F","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","North","North","45","No","No","2016","ACURA","RDX","NO MISUSE","39.04558667","-76.988465","
,  
(39.04558667, -76.988465)"
"MCP3095003D","220016058","Montgomery County Police","Injury Crash","2022-04-15T19:48:00.000","US (State)","COLUMBIA PIKE","County","LOCKWOOD DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAWN","NO CONTROLS","NONE DETECTED",,"87172E0C-ACBB-4070-A0F5-8C953F2F0DDE","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","F5AE7371-749B-4BC5-B101-EE51AFDA8295","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","45","No","No","2004","HONDA","CIVIC","NO MISUSE","39.04558667","-76.988465","
,  
(39.04558667, -76.988465)"
"MCP3124005G","220016060","Montgomery County Police","Property Damage Crash","2022-04-15T19:32:00.000","County","DENLEY RD","County","RANDOLPH RD",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DUSK","TRAFFIC SIGNAL","NONE DETECTED",,"CF174FFA-2150-424B-BFD4-A5983E26B776","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","DC","B903D41A-F046-4472-9A2E-10ECCCF67198","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","25","No","No","2006","HONDA","ACCORD","N/A","39.05962167","-77.06177667","
,  
(39.05962167, -77.06177667)"
"MCP204600D2","220016055","Montgomery County Police","Property Damage Crash","2022-04-15T19:17:00.000",,,,,"PARKING LOT OF 19214 MONTGOMERY VILLAGE AVE",,,"HEAD ON","CLEAR",,"DAYLIGHT","N/A","NONE DETECTED",,"9CFCDEF9-0933-4877-88E5-4FDE34B7ACEF","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","3A286AB7-05B8-456E-8A4B-C61AD1B10B4D","SUPERFICIAL","SEVEN OCLOCK","SEVEN OCLOCK","VAN","BACKING","South","South","0","No","No","2006","HONDA","ODYSSEY","NO MISUSE","39.1720935","-77.20484567","
,  
(39.1720935, -77.20484567)"
"DD5582002D","220016044","Rockville Police Departme","Injury Crash","2022-04-15T18:05:00.000","Municipality","MARYLAND AVE","Municipality","NEW MARK ESPLANADE",,"ROCKVILLE",,"SAME DIR REND LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"E50DDADD-DD6A-4879-ABA6-6942034C6220","Yes","NO APPARENT INJURY","N/A","OTHER ELECTRONIC DEVICE (NAVIGATIONAL PALM PILOT)","MD","AD208D19-4E27-455E-86B9-0FEB63BC60C2","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","25","No","No","2006","INFINITY","M35X","NO MISUSE","39.07894233","-77.15605838","
,  
(39.07894233, -77.15605838)"
"DD5582002D","220016044","Rockville Police Departme","Injury Crash","2022-04-15T18:05:00.000","Municipality","MARYLAND AVE","Municipality","NEW MARK ESPLANADE",,"ROCKVILLE",,"SAME DIR REND LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"2688FF52-DD89-4B03-9879-486EA5925A97","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","1AD68027-2FEB-420D-8999-A1D4A699D757","DISABLING","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","West","25","No","No","2016","TOYOTA","CAMERY","NO MISUSE","39.07894233","-77.15605838","
,  
(39.07894233, -77.15605838)"
"MCP3024002F","220016042","Montgomery County Police","Injury Crash","2022-04-15T17:56:00.000","Other Public Roadway","WHEATFIELD TERR","County","WHEATFIELD DR",,"N/A","PEDESTRIAN","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A","N/A","068303CD-D049-4255-B895-261A109E0439","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","61FB8FF1-795C-4DE4-BB52-F4BB55E5DC86","NO DAMAGE","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","25","No","No","2017","HONDA","ACCORD","N/A","39.17019822","-77.23152836","
,  
(39.17019822, -77.23152836)"
"MCP2752004K","220016050","Montgomery County Police","Injury Crash","2022-04-15T17:45:00.000","Maryland (State)","RIVER RD","County","BURDETTE RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"54DEEE8D-C75C-41B3-8C64-D662568D5148","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","DEE01C2C-56B0-4583-8063-77E0AFD32D8A","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","West","30","No","No","2017","TOYOTA","RAV4","NO MISUSE","38.99027333","-77.152985","
,  
(38.99027333, -77.152985)"
"MCP2752004K","220016050","Montgomery County Police","Injury Crash","2022-04-15T17:45:00.000","Maryland (State)","RIVER RD","County","BURDETTE RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"6F7B3DBE-25CE-44A6-80C0-06C43D0E3F19","Yes","NO APPARENT INJURY","N/A","INATTENTIVE OR LOST IN THOUGHT","MD","A5581F86-4CB5-4576-93FE-81998988443F","DISABLING","ONE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MAKING U TURN","East","West","30","No","No","2019","NISSAN","ROUGE","NO MISUSE","38.99027333","-77.152985","
,  
(38.99027333, -77.152985)"
"MCP27230069","220016036","Montgomery County Police","Injury Crash","2022-04-15T17:40:00.000","Maryland (State)","GEORGIA AVE","County","WENDY LA",,"N/A","BICYCLIST","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A","UNKNOWN","29B1C967-7796-4A9C-9970-F43DFDC79288","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","E8977C19-3866-422D-A0D5-CB55B1C0574B","FUNCTIONAL","TEN OCLOCK","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","35","No","No","2014","CHEVY","SILVERADO","NO MISUSE","39.08033167","-77.07376333","
,  
(39.08033167, -77.07376333)"
"MCP3308000M","220016031","Montgomery County Police","Property Damage Crash","2022-04-15T17:10:00.000","Maryland (State)","FREDERICK RD","Municipality","MONTGOMERY AVE",,"GAITHERSBURG",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"151E0463-5BBA-4456-8654-1367AFA3BD9E","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","00F11065-F596-455B-A255-5B9510662817","UNKNOWN","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","40","No","No","2013","KIA","SORENTO","NO MISUSE","39.15098667","-77.20969167","
,  
(39.15098667, -77.20969167)"
"MCP3308000M","220016031","Montgomery County Police","Property Damage Crash","2022-04-15T17:10:00.000","Maryland (State)","FREDERICK RD","Municipality","MONTGOMERY AVE",,"GAITHERSBURG",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"00C7F3A7-533C-4CEF-BC64-2FDD13D68548","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","EF285757-D4E9-4FCF-A33A-A3949F18224B","FUNCTIONAL","ONE OCLOCK","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","40","No","No","2020","DODG","CHALLENGER","NO MISUSE","39.15098667","-77.20969167","
,  
(39.15098667, -77.20969167)"
"EJ7894000Q","220016024","Gaithersburg Police Depar","Property Damage Crash","2022-04-15T16:47:00.000","Maryland (State)","QUINCE ORCHARD RD","Ramp","RAMP 2 FR MD 124 WB TO IS 270 NB",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"EA8121AE-6C25-4491-BC38-ABAE75B66195","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","6C2A0D72-24F7-4748-9584-5185D0B17ED2","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","CHANGING LANES","East","South","35","No","No","2003","LINC","4S","NO MISUSE","39.14996358","-77.21523583","
,  
(39.14996358, -77.21523583)"
"EJ7894000Q","220016024","Gaithersburg Police Depar","Property Damage Crash","2022-04-15T16:47:00.000","Maryland (State)","QUINCE ORCHARD RD","Ramp","RAMP 2 FR MD 124 WB TO IS 270 NB",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"A34F7CCA-9D9A-431B-A85C-3C8E650C17F6","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","1F5AA998-93DD-47D3-A4AD-B9CBFDA684DE","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","East","South","35","No","No","2017","MERZ","UT","NO MISUSE","39.14996358","-77.21523583","
,  
(39.14996358, -77.21523583)"
"MCP3037003Z","220016018","Montgomery County Police","Property Damage Crash","2022-04-15T16:27:00.000","Maryland (State)","RIDGE RD","County","HOLSEY RD",,"N/A",,"SAME DIR REAR END","N/A","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"9D3D8262-1E73-4742-9385-FFA44A6D1328","Yes","NO APPARENT INJURY","N/A","EATING OR DRINKING","MD","7C5D9692-0A5B-47F9-BF32-79920B885909","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PICKUP TRUCK","MOVING CONSTANT SPEED","North","North","30","No","No","2014","DODGE","RAM","NO MISUSE","39.31056667","-77.19771167","
,  
(39.31056667, -77.19771167)"
"MCP3037003Z","220016018","Montgomery County Police","Property Damage Crash","2022-04-15T16:27:00.000","Maryland (State)","RIDGE RD","County","HOLSEY RD",,"N/A",,"SAME DIR REAR END","N/A","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"0916D9BF-F59C-4DEF-9CF3-E0CA87F7D8FF","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","3D44B4C0-0A77-4215-B96C-96FF54CD124A","DISABLING","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","West","North","30","No","No","2013","HONDA","PILOT","NO MISUSE","39.31056667","-77.19771167","
,  
(39.31056667, -77.19771167)"
"MCP2875005N","220016016","Montgomery County Police","Property Damage Crash","2022-04-15T15:53:00.000","Maryland (State)","WOODFIELD RD","County","MT VERNON AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"FDF461B1-E118-40D1-9918-2158498529F1","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","C749DB9A-54D2-4F82-A4C8-1585FE3EF6AA","DISABLING","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","North","30","No","No","2013","HYUNDAI","SONATA","NO MISUSE","39.28496833","-77.20196333","
,  
(39.28496833, -77.20196333)"
"MCP2875005N","220016016","Montgomery County Police","Property Damage Crash","2022-04-15T15:53:00.000","Maryland (State)","WOODFIELD RD","County","MT VERNON AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"6EC6545A-B018-49FB-BE41-D7B868986E05","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","252E5792-CCBE-4407-944A-5C8BA225869F","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","North","30","No","No","2011","TOYOTA","PRIUS","NO MISUSE","39.28496833","-77.20196333","
,  
(39.28496833, -77.20196333)"
"MCP2875005N","220016016","Montgomery County Police","Property Damage Crash","2022-04-15T15:53:00.000","Maryland (State)","WOODFIELD RD","County","MT VERNON AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"CAA57A41-D22F-47F2-9C97-9D945ACDC750","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","F6C9A52F-BC82-48B5-8DD2-331305236B85","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","North","North","30","No","No","2019","JEEP","GRAND CHEROKEE","NO MISUSE","39.28496833","-77.20196333","
,  
(39.28496833, -77.20196333)"
"MCP3308000L","220016010","Montgomery County Police","Injury Crash","2022-04-15T15:04:00.000","County","MIDCOUNTY HWY","County","WASHINGTON GROVE LA",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"7371726C-875B-4021-99F8-78D8DC128F95","Yes","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","EE0BF6C4-382E-4B36-87F0-22E3411F40D3","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","West","45","No","No","2008","NISSAN","PATHFINDER","NO MISUSE","39.147535","-77.16942333","
,  
(39.147535, -77.16942333)"
"MCP3308000L","220016010","Montgomery County Police","Injury Crash","2022-04-15T15:04:00.000","County","MIDCOUNTY HWY","County","WASHINGTON GROVE LA",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"588E1206-F131-42F7-92DF-4BE89B77DDD2","Yes","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","18C19BC8-15FC-489F-A174-295554672F2A","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","North","45","No","No","2010","HONDA","ACCORD","NO MISUSE","39.147535","-77.16942333","
,  
(39.147535, -77.16942333)"
"MCP3090005X","220016006","Montgomery County Police","Property Damage Crash","2022-04-15T14:50:00.000","Maryland (State)","GREAT SENECA HWY","County","MUDDY BRANCH RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"6A8218D7-B7E2-4068-9880-F461AD32B4E1","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","5BD68576-AEF5-4107-ADDB-A90529A1F725","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","South","50","No","No","2011","TOYT","SD","NO MISUSE","39.111064","-77.21924833","
,  
(39.111064, -77.21924833)"
"MCP3090005X","220016006","Montgomery County Police","Property Damage Crash","2022-04-15T14:50:00.000","Maryland (State)","GREAT SENECA HWY","County","MUDDY BRANCH RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"8FF61025-5F1D-4A2C-9D21-AAB7CD9CC67A","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","VA","0823209D-835D-4B06-A150-591540082B45","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","South","South","50","No","No","2014","HONDA","PIOLT","NO MISUSE","39.111064","-77.21924833","
,  
(39.111064, -77.21924833)"
"MCP2763003Z","220015996","Montgomery County Police","Injury Crash","2022-04-15T13:53:00.000","Maryland (State)","MONTGOMERY VILLAGE AVE","Municipality","RUSSELL AVE",,"GAITHERSBURG",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"1BE6FF28-FFBA-4DA4-89E5-FD511F03C71D","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","21D4734E-2C94-47D8-BD2E-03546F6B45B1","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","North","35","No","No","2016","HYUNDAI","ELANTRA","NO MISUSE","39.15458","-77.20876833","
,  
(39.15458, -77.20876833)"
