"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","route_type","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","person_id","driver_at_fault","injury_severity","circumstance","driver_distracted_by","drivers_license_state","vehicle_id","vehicle_damage_extent","vehicle_first_impact_location","vehicle_second_impact_location","vehicle_body_type","vehicle_movement","vehicle_continuing_dir","vehicle_going_dir","speed_limit","driverless_vehicle","parked_vehicle","vehicle_year","vehicle_make","vehicle_model","equipment_problems","latitude","longitude","geolocation"
"MCP1233004H","220018658","Montgomery County Police","Injury Crash","2022-05-02T15:45:00.000","County","CEDAR LA","County","CHANUTE DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"3140A01A-0664-4297-99E6-8505BBA39366","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","CO","F4F20F9C-EC26-4DE2-B1B6-F9B4468DB19F","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","West","35","No","No","2017","CHEV","SUBURBAN","NO MISUSE","39.00911333","-77.09202","
,  
(39.00911333, -77.09202)"
"EJ7894000S","220018647","Gaithersburg Police Depar","Injury Crash","2022-05-02T14:59:00.000","Municipality","E DIAMOND AVE","Municipality","GIRARD ST",,"GAITHERSBURG",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"8695FDBE-01BB-4BCD-B5E5-B55E7D96C06B","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","C5557D7D-79C5-49E8-8239-09A8F1E9002A","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","North","East","30","No","No","2015","KIA","SD","NO MISUSE","39.14171862","-77.18227482","
,  
(39.14171862, -77.18227482)"
"EJ7894000S","220018647","Gaithersburg Police Depar","Injury Crash","2022-05-02T14:59:00.000","Municipality","E DIAMOND AVE","Municipality","GIRARD ST",,"GAITHERSBURG",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","UNKNOWN",,"E31C5769-F7A7-43AF-858E-DBD9B28CCE37","Yes","NO APPARENT INJURY","N/A","UNKNOWN",,"7B8219EA-4A48-4FDD-8FCD-A36E0180EE57","UNKNOWN","SIX OCLOCK","SIX OCLOCK","PICKUP TRUCK","CHANGING LANES","East","East","30","No","No","2020","CHEV","BTM","UNKNOWN","39.14171862","-77.18227482","
,  
(39.14171862, -77.18227482)"
"MCP30680041","220018656","Montgomery County Police","Property Damage Crash","2022-05-02T14:11:00.000","County","CARDIGAN RD","County","HOWELL RD",,"N/A",,"SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"9ECC26F5-DF95-487A-998A-162B02A32F71","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","OH","1D9552AF-B9E6-49D8-A593-68F9E71AFB58","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","VAN","MOVING CONSTANT SPEED","East","East","30","No","No","2019","TOYT","SIENNA","NO MISUSE","38.99667","-77.13357667","
,  
(38.99667, -77.13357667)"
"MCP30680041","220018656","Montgomery County Police","Property Damage Crash","2022-05-02T14:11:00.000","County","CARDIGAN RD","County","HOWELL RD",,"N/A",,"SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"96FC27F2-D00A-46DC-91A8-1749B2D2B5B4","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","B14394D6-A3BC-4CD7-BAF3-F6C1ED8A5BC5","FUNCTIONAL","EIGHT OCLOCK","EIGHT OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","West","30","No","No","2011","LEXS","4S","NO MISUSE","38.99667","-77.13357667","
,  
(38.99667, -77.13357667)"
"MCP3244001X","220018636","Montgomery County Police","Property Damage Crash","2022-05-02T13:53:00.000","County","WAYNE AVE","County","DALE DR",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"40B7CA4E-2319-49AF-878E-E1485AB777BA","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","VA","48AA826D-0E44-4F5D-866F-FED1252A2E30","FUNCTIONAL","FOUR OCLOCK","FOUR OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","North","North","30","No","No","2007","HONDA","PILOT","NO MISUSE","38.99934083","-77.01730817","
,  
(38.99934083, -77.01730817)"
"MCP3244001X","220018636","Montgomery County Police","Property Damage Crash","2022-05-02T13:53:00.000","County","WAYNE AVE","County","DALE DR",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"77EDA1FE-EBE9-4BCB-8803-528E464212FD","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","55E07C57-984E-40B5-8481-086C8E6BF665","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","West","30","No","No","2017","FORD","ESCAPE","NO MISUSE","38.99934083","-77.01730817","
,  
(38.99934083, -77.01730817)"
"DD56100077","220018634","Rockville Police Departme","Injury Crash","2022-05-02T13:50:00.000","Maryland (State)","ROCKVILLE PIKE","Unknown","CONGRESSIONAL LA",,"N/A",,"OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"27D171D7-AFD9-4F5E-B359-0CE60FB24DCC","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","C1C44065-4A06-4454-B279-CBC631FFA157","FUNCTIONAL","NINE OCLOCK","EIGHT OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","35","No","No","2007","PONTIAC","CN","N/A","39.06298009","-77.12541779","
,  
(39.06298009, -77.12541779)"
"DD56100077","220018634","Rockville Police Departme","Injury Crash","2022-05-02T13:50:00.000","Maryland (State)","ROCKVILLE PIKE","Unknown","CONGRESSIONAL LA",,"N/A",,"OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"67D9FFC6-3A11-4054-91FD-F7404E05FDB0","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","AF8159F9-9F74-4BF8-AB0E-625B9A084D8A","FUNCTIONAL","ONE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","North","35","No","No","2018","MERCEDES","E300","N/A","39.06298009","-77.12541779","
,  
(39.06298009, -77.12541779)"
"MCP24960039","220018635","Montgomery County Police","Property Damage Crash","2022-05-02T13:37:00.000","Maryland (State)","GERMANTOWN RD","County","BLACK ROCK RD",,"N/A",,"SAME DIR REND LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"407C87CA-4A88-4F6F-AEB8-446AFE07E7CA","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","591FDC45-1833-479F-98DF-1CE0509B8DC0","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","North","40","No","No","2010","BMW","CP","NO MISUSE","39.14121072","-77.29462277","
,  
(39.14121072, -77.29462277)"
"MCP24960039","220018635","Montgomery County Police","Property Damage Crash","2022-05-02T13:37:00.000","Maryland (State)","GERMANTOWN RD","County","BLACK ROCK RD",,"N/A",,"SAME DIR REND LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"2D28A83D-B99F-4DAB-9A95-4A79622C3445","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","22C6AA3C-1BA3-4854-9F8E-501180A99ADB","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","North","40","No","No","2018","TOYOTA","4S","NO MISUSE","39.14121072","-77.29462277","
,  
(39.14121072, -77.29462277)"
"MCP24960039","220018635","Montgomery County Police","Property Damage Crash","2022-05-02T13:37:00.000","Maryland (State)","GERMANTOWN RD","County","BLACK ROCK RD",,"N/A",,"SAME DIR REND LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"50D5E476-E412-4100-9C44-24D7A28DF271","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","080155CE-4D3F-42DD-8348-5B13F79E6C37","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PICKUP TRUCK","SLOWING OR STOPPING","North","North","40","No","No","2006","DODGE","PK","NO MISUSE","39.14121072","-77.29462277","
,  
(39.14121072, -77.29462277)"
"DD5645001V","220018628","Rockville Police Departme","Injury Crash","2022-05-02T13:13:00.000",,,,,"PARKING LOT OF 15005 SHADY GROVE RD",,,"HEAD ON","CLEAR",,"DAYLIGHT","NO CONTROLS","N/A",,"7177CF6B-86C9-4BD7-BA2C-80BB1F51F568","Yes","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","75F3F5E7-0FD4-4DC4-98B3-B54E224ED5A0","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","West","West","5","No","No","2006","TOYOTA","4S","NO MISUSE","39.10219183","-77.18923383","
,  
(39.10219183, -77.18923383)"
"MCP2940005R","220018618","Montgomery County Police","Injury Crash","2022-05-02T12:18:00.000","County","E JEFFERSON ST","County","MONTROSE RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"28CE1C5E-8B07-4502-88D6-D178FE8F9EB7","No","SUSPECTED MINOR INJURY","N/A","NOT DISTRACTED","FL","C0E93ED5-BCEC-42EE-B95A-2160F6580678","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)","STOPPED IN TRAFFIC LANE","South","South","35","No","No","2006","GMC","PK","NO MISUSE","39.053307","-77.12615217","
,  
(39.053307, -77.12615217)"
"MCP2940005R","220018618","Montgomery County Police","Injury Crash","2022-05-02T12:18:00.000","County","E JEFFERSON ST","County","MONTROSE RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"140595EF-B259-4B66-966E-B8CF948A3C77","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","VA","14C90E6F-09B8-4FF5-9398-6409528BCCDD","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","South","South","35","No","No","2016","FORD","EXPLORER","NO MISUSE","39.053307","-77.12615217","
,  
(39.053307, -77.12615217)"
"MCP2940005R","220018618","Montgomery County Police","Injury Crash","2022-05-02T12:18:00.000","County","E JEFFERSON ST","County","MONTROSE RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"609CB00C-DFD5-4B0B-8F60-3155EBEA96D3","Yes","SUSPECTED MINOR INJURY","N/A","UNKNOWN","MD","0C5997BB-4844-4DE5-94CF-8967BF376435","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","VAN","MOVING CONSTANT SPEED","South","South","35","No","No","2018","FCA","VAN","NO MISUSE","39.053307","-77.12615217","
,  
(39.053307, -77.12615217)"
"MCP9428004F","220018619","Montgomery County Police","Property Damage Crash","2022-05-02T11:57:00.000","County","MOYER RD","County","DURANGO DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","UNKNOWN",,"11EFE123-F226-40F3-BBA8-E63914DB71CB","Yes","NO APPARENT INJURY","N/A","INATTENTIVE OR LOST IN THOUGHT",,"AE453915-6032-4361-8D8F-91C889A752ED","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","PARKED",,,"25","No","Yes","2018","HYUNDAI","ELANTRA","N/A","39.26667333","-77.20761","
,  
(39.26667333, -77.20761)"
"MCP30060078","220018609","Montgomery County Police","Injury Crash","2022-05-02T11:20:00.000","Maryland (State)","VEIRS MILL RD","County","NEWPORT MILL RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"9243FBCF-0B71-4765-B1E9-F318182912AE","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","85A74C3B-4DF5-489E-B819-0466357ED0A3","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","VAN","STOPPED IN TRAFFIC LANE","West","West","25","No","No","2007","DODGE","GRAND CARAVAN","NO MISUSE","39.04448167","-77.063785","
,  
(39.04448167, -77.063785)"
"MCP30060078","220018609","Montgomery County Police","Injury Crash","2022-05-02T11:20:00.000","Maryland (State)","VEIRS MILL RD","County","NEWPORT MILL RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"4C356962-7324-42AF-AB0A-7BA72A91B225","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","E9070E6C-D376-4F5E-A6DE-A4D80F05BFA5","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","VAN","STOPPED IN TRAFFIC LANE","West","West","25","No","No","2021","GMC","SAVANA","NO MISUSE","39.04448167","-77.063785","
,  
(39.04448167, -77.063785)"
"MCP30060078","220018609","Montgomery County Police","Injury Crash","2022-05-02T11:20:00.000","Maryland (State)","VEIRS MILL RD","County","NEWPORT MILL RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"BBFB2FAC-86F4-44FF-B662-39D044AC4317","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","9D0F6E9D-21E6-4D52-B406-1787BB85B9B8","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))","SLOWING OR STOPPING","West","West","25","No","No","2018","KENWORTH","T270","NO MISUSE","39.04448167","-77.063785","
,  
(39.04448167, -77.063785)"
"DD56330072","220018583","Rockville Police Departme","Property Damage Crash","2022-05-02T08:00:00.000","Municipality","BALTIMORE RD","Municipality","FIRST ST",,"ROCKVILLE",,"SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"125D9E8A-1F5C-4056-84E1-0F7A0122D0AE","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","B264F7F4-11C9-4CB8-BDB8-3762B435A4D1","SUPERFICIAL","ELEVEN OCLOCK","ELEVEN OCLOCK","OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)","STOPPED IN TRAFFIC LANE","West","East","25","No","No","2015","FORD","TK","NO MISUSE","39.08457409","-77.13622149","
,  
(39.08457409, -77.13622149)"
"DD56330072","220018583","Rockville Police Departme","Property Damage Crash","2022-05-02T08:00:00.000","Municipality","BALTIMORE RD","Municipality","FIRST ST",,"ROCKVILLE",,"SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","UNKNOWN",,"479AB8D2-57A3-4121-8C79-002928EDAC36","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","7F770111-B8EC-4029-A3B2-85B754A31BB4","UNKNOWN","ONE OCLOCK","ONE OCLOCK","(SPORT) UTILITY VEHICLE","SLOWING OR STOPPING","North","East","25","No","No","2020","CHEVROLET","TAHOE","UNKNOWN","39.08457409","-77.13622149","
,  
(39.08457409, -77.13622149)"
"MCP3244001W","220018581","Montgomery County Police","Injury Crash","2022-05-02T07:43:00.000","US (State)","COLESVILLE RD","County","NOYES CT",,"N/A",,"HEAD ON","CLEAR","DRY","DAYLIGHT","NO CONTROLS","ALCOHOL PRESENT",,"1D73ECCE-157B-4349-BB26-9F8B90E137D0","Yes","NO APPARENT INJURY","N/A","OTHER DISTRACTION","MD","2B18D347-6DD8-4F99-8BC4-87B93F04988D","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","35","No","No","2013","TOYOTA","CAMRY","NO MISUSE","39.00093767","-77.02536083","
,  
(39.00093767, -77.02536083)"
"MCP3244001W","220018581","Montgomery County Police","Injury Crash","2022-05-02T07:43:00.000","US (State)","COLESVILLE RD","County","NOYES CT",,"N/A",,"HEAD ON","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"D4DBEB83-735E-4FD3-84A6-45158F79405E","No","SUSPECTED MINOR INJURY","N/A","NOT DISTRACTED","MD","2E14480A-0B97-4338-BB39-4FE7A7DBC880","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","35","No","No","2020","NISSAN","KICKS","NO MISUSE","39.00093767","-77.02536083","
,  
(39.00093767, -77.02536083)"
"MCP3211002H","22018580","Montgomery County Police","Property Damage Crash","2022-05-02T07:30:00.000","County","CEDAR LA","Government","BEACH DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"212A9C9A-25CE-49BD-A095-2A37AA45ECE8","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","A3306C2C-E436-4992-BD3B-185FAF7B2387","DISABLING","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","ACCELERATING","West","West","25","No","No","2012","ACURA","TSX","NO MISUSE","39.01322703","-77.09035643","
,  
(39.01322703, -77.09035643)"
"MCP3211002H","22018580","Montgomery County Police","Property Damage Crash","2022-05-02T07:30:00.000","County","CEDAR LA","Government","BEACH DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"4338FFFA-CE39-4EDC-A315-0EC70048D1AA","Yes","NO APPARENT INJURY","N/A","OTHER DISTRACTION","MD","C9A4E863-0BE1-46F3-A391-FC508A7D2AD1","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","West","West","25","No","No","2017","HONDA","CIVIC","NO MISUSE","39.01322703","-77.09035643","
,  
(39.01322703, -77.09035643)"
"MCP3211002H","22018580","Montgomery County Police","Property Damage Crash","2022-05-02T07:30:00.000","County","CEDAR LA","Government","BEACH DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"8A93DEB0-F415-431F-9BB7-E0E77D6B1CD5","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","7EDC28FB-3691-41CC-BF36-8764372AFF0A","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","ACCELERATING","West","West","25","No","No","2018","TOYOTA","TACOMA","NO MISUSE","39.01322703","-77.09035643","
,  
(39.01322703, -77.09035643)"
"EJ78880025","220018573","Gaithersburg Police Depar","Property Damage Crash","2022-05-02T05:05:00.000","Municipality","ODENDHAL AVE","Municipality","RUSSELL AVE",,"GAITHERSBURG",,"SINGLE VEHICLE","CLEAR","WET","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"9DAA0382-DC5A-4C95-98B5-6BCE7DC6EDE0","Yes","NO APPARENT INJURY","N/A, WET","NOT DISTRACTED","MD","A1D41A4D-3294-489E-ADA8-A80E60FC4FD1","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","30","No","No","2014","TOYT","UT","NO MISUSE","39.1508656","-77.20498693","
,  
(39.1508656, -77.20498693)"
"MCP25820043","22018564","Montgomery County Police","Property Damage Crash","2022-05-02T01:35:00.000","Maryland (State)","SPENCERVILLE RD","County","BATSON RD",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","N/A","NONE DETECTED",,"9555F4FF-9772-42C8-B68A-7B24621B1C39","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","0A33963B-7CCF-41E2-A85E-83C83B679EA6","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","40","No","No","2010","NISSAN","ALTIMA","NO MISUSE","39.11633917","-76.96633683","
,  
(39.11633917, -76.96633683)"
"MCP3276001W","220018560","Montgomery County Police","Property Damage Crash","2022-05-02T00:30:00.000","Maryland (State)","GEORGIA AVE","Ramp","RAMP 5 FR MD 97 SB TO IS 495 EB",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"39F5E52B-1408-4B59-A5E3-FD956CE8B9AA","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","B2E4CD85-7158-4FEF-BFFD-877754FB92A3","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PICKUP TRUCK","STARTING FROM LANE","South","South","35","No","No","2017","FORD","F150","NO MISUSE","39.01418234","-77.04216722","
,  
(39.01418234, -77.04216722)"
"MCP3276001W","220018560","Montgomery County Police","Property Damage Crash","2022-05-02T00:30:00.000","Maryland (State)","GEORGIA AVE","Ramp","RAMP 5 FR MD 97 SB TO IS 495 EB",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"3D94D983-E48D-410A-A54D-937225BF82E9","Yes","NO APPARENT INJURY","N/A","UNKNOWN","DC","D2DA602F-5921-49E2-9B36-A2461C3F7B0F","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","35","No","No","2013","HONDA","CIVIC","NO MISUSE","39.01418234","-77.04216722","
,  
(39.01418234, -77.04216722)"
"MCP3276001W","220018560","Montgomery County Police","Property Damage Crash","2022-05-02T00:30:00.000","Maryland (State)","GEORGIA AVE","Ramp","RAMP 5 FR MD 97 SB TO IS 495 EB",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"E7D1B88C-AB31-44E3-8292-29FD6EA34515","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","2C25755D-E219-4B23-84A2-EEA5975F650F","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STARTING FROM LANE","South","South","35","No","No","2011","CHEVY","SD","NO MISUSE","39.01418234","-77.04216722","
,  
(39.01418234, -77.04216722)"
"MCP2209002K","220018550","Montgomery County Police","Property Damage Crash","2022-05-01T22:30:00.000","Maryland (State)","OLD GEORGETOWN RD","County","ROCK SPRING DR",,"N/A",,"SAME DIRECTION LEFT TURN","N/A","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","UNKNOWN",,"58DDDF18-CFF0-4CC9-8633-0CAA9BA1EE16","Yes","NO APPARENT INJURY","N/A","UNKNOWN",,"F9A12FAD-03BD-4455-B129-72F6252B6516","UNKNOWN","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","35","No","No","0","UNKNOWN","UNKNOWN","UNKNOWN","39.02646333","-77.12749833","
,  
(39.02646333, -77.12749833)"
"MCP2209002K","220018550","Montgomery County Police","Property Damage Crash","2022-05-01T22:30:00.000","Maryland (State)","OLD GEORGETOWN RD","County","ROCK SPRING DR",,"N/A",,"SAME DIRECTION LEFT TURN","N/A","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","N/A",,"86833D4A-2C47-4091-B86D-5A9AF114D933","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","2E814D03-EF05-4491-B55B-8497C5DA0591","SUPERFICIAL","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","East","35","No","No","2021","A220","SD","NO MISUSE","39.02646333","-77.12749833","
,  
(39.02646333, -77.12749833)"
"MCP3170002G","220018522","Montgomery County Police","Injury Crash","2022-05-01T17:08:00.000","Maryland (State)","CLOPPER RD","County","MATENY RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","WET","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"2C2D87C6-F57B-455C-B622-4C47489EE80F","Yes","NO APPARENT INJURY","N/A, WET","LOOKED BUT DID NOT SEE","MD","3AE63DEA-88CC-4377-8D9F-7A4B1C8C0DB0","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","40","No","No","2014","LEXS","TK","NO MISUSE","39.15676","-77.26655667","
,  
(39.15676, -77.26655667)"
"MCP3170002G","220018522","Montgomery County Police","Injury Crash","2022-05-01T17:08:00.000","Maryland (State)","CLOPPER RD","County","MATENY RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","WET","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"F695B021-8FBB-4FBD-9CCC-67B1FF703D00","No","POSSIBLE INJURY","N/A, WET","NOT DISTRACTED","MD","B1095C41-9489-4549-AC22-D8D7A8C172FB","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","N/A","West","West","40","No","No","2015","HYUN","ACCENT","NO MISUSE","39.15676","-77.26655667","
,  
(39.15676, -77.26655667)"
"MCP2689008H","220018508","Montgomery County Police","Injury Crash","2022-05-01T14:21:00.000","County","GLEN RD","County","SPLIT TREE RD",,"N/A",,"SAME DIR REAR END","RAINING","WET","DAYLIGHT","N/A","NONE DETECTED",,"0006C6C1-9764-4321-A622-47E255C6B74D","Yes","POSSIBLE INJURY","N/A, WET","UNKNOWN","MD","6237DB4F-BAE3-445C-91B9-FCDE3897ED9F","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","UNKNOWN","West","West","30","No","No","1997","TOYOTA","COROLLA","NO MISUSE","39.0468802","-77.1942021","
,  
(39.0468802, -77.1942021)"
"MCP2689008H","220018508","Montgomery County Police","Injury Crash","2022-05-01T14:21:00.000","County","GLEN RD","County","SPLIT TREE RD",,"N/A",,"SAME DIR REAR END","RAINING","WET","DAYLIGHT","N/A","NONE DETECTED",,"00013FF8-D1E2-4A90-9DCC-F97A881237F1","No","NO APPARENT INJURY","N/A, WET","NOT DISTRACTED","MD","BDD0FBC0-2541-4DC3-A6AE-7308DF072E6C","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","West","30","No","No","2020","BMW","750I","NO MISUSE","39.0468802","-77.1942021","
,  
(39.0468802, -77.1942021)"
"MCP3164005L","220018506","Montgomery County Police","Property Damage Crash","2022-05-01T14:08:00.000","County","RANDOLPH RD","County","GLENALLAN AVE",,"N/A",,"SAME DIR REAR END","RAINING","WET","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"7E06B97F-6125-4A59-A623-4A1D8DEBEF26","Yes","NO APPARENT INJURY","N/A, WET","NOT DISTRACTED","MD","FF1BD1B0-2188-4BF1-8198-0CE82819C6BA","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","East","East","35","No","No","2003","HOND","SD","NO MISUSE","39.06002667","-77.04388667","
,  
(39.06002667, -77.04388667)"
